task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,signal_block_required
SIG1055,AST0960,SEC060,Signal,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-02-13,2025-02-14,2025-02-28,1.0,8,MEDIUM,Cancelled,False
SIG1056,AST0822,SEC072,Communication Equipment,Relay Replacement,Mechanical wear,3,MEDIUM,2025-04-20,2025-04-23,2025-05-18,4.5,15,MEDIUM,Pending,True
SIG1057,AST0826,SEC001,Track Circuit,Axle Counter Calibration,Cable fault,2,HIGH,2025-12-03,2025-12-05,2025-12-18,1.1,3,HIGH,Completed,False
SIG1058,AST0921,SEC021,Point Machine,Interlocking Test,Overlap fault,2,HIGH,2025-11-30,2025-12-01,2025-12-11,8.3,7,HIGH,Completed,True
SIG1059,AST0848,SEC023,Signal,Point Machine Servicing,Clutch slip,1,CRITICAL,2025-05-14,2025-05-17,2025-05-20,2.2,3,HIGH,Scheduled,True
SIG1060,AST0855,SEC030,Level Crossing Equipment,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-03-05,2025-03-07,2025-04-03,4.9,2,MEDIUM,Pending,False
SIG1061,AST0783,SEC033,Level Crossing Equipment,Signal Inspection,Lamp failure,4,LOW,2025-09-02,2025-09-05,2025-10-13,9.3,10,LOW,In Progress,True
SIG1062,AST0861,SEC036,Relay,Signal Inspection,Lamp failure,4,LOW,2025-09-18,2025-09-21,2025-11-18,3.3,3,LOW,In Progress,True
SIG1063,AST0739,SEC064,Axle Counter,Track Circuit Maintenance,Feed-end issue,2,HIGH,2025-10-15,2025-10-17,2025-11-01,11.4,6,HIGH,Pending,False
SIG1064,AST0874,SEC049,Track Circuit,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,2025-01-16,2025-01-16,2025-02-05,11.9,10,MEDIUM,Pending,True
SIG1065,AST0892,SEC067,Interlocking,Signal Inspection,Aspect error,2,HIGH,2025-05-10,2025-05-13,2025-05-24,3.2,3,HIGH,In Progress,True
SIG1066,AST0845,SEC020,Relay,Communication Equipment Repair,OFC splice loss,1,CRITICAL,2025-12-14,2025-12-15,2025-12-21,10.2,10,HIGH,In Progress,False
SIG1067,AST0876,SEC051,Interlocking,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-05-26,2025-05-29,2025-06-27,3.9,14,MEDIUM,Completed,False
SIG1068,AST0793,SEC043,Point Machine,Relay Replacement,Mechanical wear,4,LOW,2025-06-14,2025-06-15,2025-08-06,10.1,10,LOW,Pending,True
SIG1069,AST0749,SEC074,Relay,Relay Replacement,Contact oxidation,4,LOW,2025-04-24,2025-04-26,2025-06-10,7.4,14,LOW,Completed,True
SIG1070,AST0983,SEC008,Level Crossing Equipment,Point Machine Servicing,Detection rod issue,5,LOW,2025-09-13,2025-09-15,2025-11-17,10.4,10,LOW,Completed,False
SIG1071,AST0889,SEC064,Point Machine,Track Circuit Maintenance,Bonding defect,1,CRITICAL,2025-09-10,2025-09-10,2025-09-13,5.3,13,HIGH,Scheduled,False
SIG1072,AST0996,SEC021,Interlocking,Signal Inspection,Lamp failure,2,HIGH,2025-12-13,2025-12-15,2025-12-25,2.9,6,HIGH,Scheduled,True
SIG1073,AST0867,SEC042,Axle Counter,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-05-06,2025-05-07,2025-06-03,4.8,6,LOW,Pending,True
SIG1074,AST0936,SEC036,Signal,Point Machine Servicing,Lock bar defect,4,LOW,2025-10-28,2025-10-29,2025-12-25,2.7,12,LOW,Scheduled,True
SIG1075,AST0931,SEC031,Axle Counter,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-03-08,2025-03-10,2025-03-18,9.2,2,HIGH,Pending,False
SIG1076,AST0803,SEC053,Axle Counter,Relay Replacement,Coil failure,1,CRITICAL,2025-07-20,2025-07-21,2025-07-26,9.1,6,HIGH,Completed,True
SIG1077,AST1000,SEC025,Signal,Point Machine Servicing,Motor fault,1,CRITICAL,2025-07-14,2025-07-16,2025-07-20,9.0,15,HIGH,Pending,True
SIG1078,AST0970,SEC070,Track Circuit,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-11-16,2025-11-18,2025-12-16,10.1,15,MEDIUM,Pending,True
SIG1079,AST0727,SEC052,Level Crossing Equipment,Relay Replacement,Contact oxidation,4,LOW,2025-09-03,2025-09-04,2025-10-29,6.6,9,LOW,Completed,True
SIG1080,AST0703,SEC028,Level Crossing Equipment,Interlocking Test,Logic error,4,LOW,2025-04-27,2025-04-30,2025-06-02,1.4,4,LOW,Pending,False
SIG1081,AST0829,SEC004,Relay,Communication Equipment Repair,Fiber break,2,HIGH,2025-09-12,2025-09-14,2025-09-28,2.4,14,HIGH,Scheduled,False
SIG1082,AST0939,SEC039,Axle Counter,Point Machine Servicing,Motor fault,3,MEDIUM,2025-03-12,2025-03-12,2025-03-27,3.5,10,MEDIUM,Scheduled,False
SIG1083,AST0883,SEC058,Axle Counter,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-10-01,2025-10-03,2025-10-27,11.3,3,MEDIUM,Completed,False
SIG1084,AST0779,SEC029,Axle Counter,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-10-13,2025-10-16,2025-11-12,7.2,7,MEDIUM,Pending,False
SIG1085,AST0828,SEC003,Interlocking,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-04-28,2025-05-01,2025-05-22,9.2,12,MEDIUM,Scheduled,False
SIG1086,AST0964,SEC064,Interlocking,Level Crossing Maintenance,Gate motor issue,5,LOW,2025-03-17,2025-03-18,2025-05-02,7.7,9,LOW,Pending,True
SIG1087,AST0709,SEC034,Relay,Level Crossing Maintenance,Lighting defect,5,LOW,2025-12-09,2025-12-10,2026-03-09,5.3,11,LOW,Pending,False
SIG1088,AST0763,SEC013,Axle Counter,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-05-26,2025-05-26,2025-06-20,7.2,15,MEDIUM,Pending,False
SIG1089,AST0818,SEC068,Track Circuit,Interlocking Test,Route locking fault,5,LOW,2025-01-09,2025-01-10,2025-03-23,4.0,14,LOW,Pending,True
SIG1090,AST0869,SEC044,Relay,Point Machine Servicing,Motor fault,2,HIGH,2025-02-03,2025-02-04,2025-02-18,10.8,10,HIGH,Completed,False
SIG1091,AST0810,SEC060,Track Circuit,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-04-25,2025-04-27,2025-05-19,7.4,7,MEDIUM,Completed,True
SIG1092,AST0748,SEC073,Interlocking,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-01-02,2025-01-05,2025-01-23,3.8,8,MEDIUM,Scheduled,True
SIG1093,AST0912,SEC012,Signal,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-03-05,2025-03-06,2025-03-14,11.9,6,HIGH,Completed,True
SIG1094,AST0704,SEC029,Signal,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-06-24,2025-06-25,2025-07-13,9.8,4,MEDIUM,Pending,True
SIG1095,AST0938,SEC038,Track Circuit,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-11-11,2025-11-14,2025-11-22,10.4,12,HIGH,Completed,True
SIG1096,AST0978,SEC003,Track Circuit,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-04-06,2025-04-08,2025-04-18,6.7,4,HIGH,Completed,True
SIG1097,AST0950,SEC050,Communication Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,2025-10-10,2025-10-12,2025-11-20,5.7,7,LOW,Scheduled,False
SIG1098,AST0709,SEC034,Relay,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-02-03,2025-02-04,2025-03-03,7.8,2,MEDIUM,Completed,True
SIG1099,AST0718,SEC043,Communication Equipment,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-11-07,2025-11-09,2025-11-18,8.0,11,HIGH,Pending,False
SIG1100,AST0875,SEC050,Axle Counter,Signal Inspection,Signal post tilt,2,HIGH,2025-08-15,2025-08-17,2025-08-26,10.4,9,HIGH,Pending,False
SIG1101,AST0732,SEC057,Interlocking,Signal Inspection,Lamp failure,3,MEDIUM,2025-06-05,2025-06-07,2025-07-07,6.1,15,MEDIUM,Pending,True
SIG1102,AST0840,SEC015,Signal,Signal Inspection,Lens damage,2,HIGH,2025-12-14,2025-12-17,2025-12-26,4.8,8,HIGH,Scheduled,True
SIG1103,AST0773,SEC023,Relay,Point Machine Servicing,Motor fault,4,LOW,2025-02-21,2025-02-22,2025-04-05,7.9,12,LOW,Scheduled,False
SIG1104,AST0814,SEC064,Communication Equipment,Axle Counter Calibration,Reset failure,2,HIGH,2025-09-15,2025-09-16,2025-09-27,8.4,11,HIGH,Completed,False
SIG1105,AST0930,SEC030,Track Circuit,Communication Equipment Repair,Control phone failure,4,LOW,2025-02-24,2025-02-27,2025-04-19,2.7,13,LOW,Scheduled,True
SIG1106,AST0870,SEC045,Communication Equipment,Relay Replacement,Timing drift,1,CRITICAL,2025-01-30,2025-02-01,2025-02-07,10.4,12,HIGH,Completed,False
SIG1107,AST0919,SEC019,Level Crossing Equipment,Point Machine Servicing,Detection rod issue,5,LOW,2025-11-06,2025-11-09,2026-01-25,8.0,15,LOW,Cancelled,True
SIG1108,AST0730,SEC055,Track Circuit,Level Crossing Maintenance,Lighting defect,4,LOW,2025-02-02,2025-02-03,2025-02-28,7.8,10,LOW,Completed,True
SIG1109,AST0820,SEC070,Interlocking,Axle Counter Calibration,Count error,1,CRITICAL,2025-03-04,2025-03-06,2025-03-13,5.6,12,HIGH,Scheduled,True
SIG1110,AST0840,SEC015,Signal,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-01-21,2025-01-24,2025-03-21,11.4,7,LOW,Scheduled,True
SIG1111,AST0891,SEC066,Axle Counter,Relay Replacement,Coil failure,4,LOW,2025-01-10,2025-01-10,2025-03-02,10.5,9,LOW,Scheduled,True
SIG1112,AST0736,SEC061,Signal,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-12-06,2025-12-07,2025-12-22,5.2,7,MEDIUM,Cancelled,True
SIG1113,AST0853,SEC028,Relay,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-03-31,2025-04-01,2025-04-23,2.5,7,MEDIUM,In Progress,False
SIG1114,AST0735,SEC060,Level Crossing Equipment,Signal Inspection,Lens damage,1,CRITICAL,2025-04-30,2025-05-03,2025-05-10,11.7,7,HIGH,Completed,True
SIG1115,AST0942,SEC042,Communication Equipment,Axle Counter Calibration,Count error,3,MEDIUM,2025-04-16,2025-04-18,2025-05-15,4.9,14,MEDIUM,Completed,True
SIG1116,AST0809,SEC059,Point Machine,Signal Inspection,Lens damage,3,MEDIUM,2025-07-23,2025-07-25,2025-08-19,2.3,10,MEDIUM,Completed,False
SIG1117,AST0908,SEC008,Interlocking,Interlocking Test,Route locking fault,3,MEDIUM,2025-04-25,2025-04-28,2025-05-27,6.9,3,MEDIUM,Cancelled,True
SIG1118,AST0992,SEC017,Signal,Signal Inspection,Signal post tilt,3,MEDIUM,2025-10-17,2025-10-20,2025-11-04,9.7,11,MEDIUM,Pending,True
SIG1119,AST0759,SEC009,Level Crossing Equipment,Interlocking Test,Route locking fault,4,LOW,2025-06-12,2025-06-15,2025-07-27,7.8,6,LOW,Cancelled,False
SIG1120,AST0974,SEC074,Communication Equipment,Relay Replacement,Contact oxidation,2,HIGH,2025-05-02,2025-05-04,2025-05-14,1.4,14,HIGH,Pending,False
SIG1121,AST0846,SEC021,Communication Equipment,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-11-11,2025-11-11,2025-11-26,5.9,9,MEDIUM,Pending,True
SIG1122,AST0721,SEC046,Point Machine,Communication Equipment Repair,Fiber break,5,LOW,2025-10-16,2025-10-18,2025-12-19,2.2,15,LOW,Completed,True
SIG1123,AST0704,SEC029,Signal,Interlocking Test,Signal interlocking mismatch,2,HIGH,2025-08-31,2025-08-31,2025-09-11,4.9,10,HIGH,In Progress,False
SIG1124,AST0856,SEC031,Signal,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-03-26,2025-03-27,2025-04-19,7.0,13,MEDIUM,Scheduled,True
SIG1125,AST0918,SEC018,Communication Equipment,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-07-14,2025-07-16,2025-08-05,5.2,14,MEDIUM,Pending,True
SIG1126,AST0897,SEC072,Point Machine,Relay Replacement,Contact oxidation,2,HIGH,2025-01-08,2025-01-08,2025-01-21,1.3,15,HIGH,Completed,True
SIG1127,AST0886,SEC061,Communication Equipment,Signal Inspection,Aspect error,3,MEDIUM,2025-03-19,2025-03-19,2025-04-15,10.2,3,MEDIUM,Pending,False
SIG1128,AST0785,SEC035,Point Machine,Point Machine Servicing,Lock bar defect,4,LOW,2025-05-18,2025-05-20,2025-06-27,2.7,15,LOW,Scheduled,True
SIG1129,AST0910,SEC010,Communication Equipment,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-06-16,2025-06-16,2025-07-09,4.9,8,MEDIUM,Scheduled,False
SIG1130,AST0826,SEC001,Track Circuit,Relay Replacement,Timing drift,4,LOW,2025-11-01,2025-11-03,2025-12-06,1.3,10,LOW,Completed,False
SIG1131,AST0927,SEC027,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-06-26,2025-06-28,2025-07-25,11.5,15,MEDIUM,Scheduled,False
SIG1132,AST0831,SEC006,Level Crossing Equipment,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-06-16,2025-06-19,2025-07-17,7.0,11,LOW,Pending,False
SIG1133,AST0939,SEC039,Axle Counter,Relay Replacement,Mechanical wear,3,MEDIUM,2025-11-27,2025-11-30,2025-12-26,5.7,8,MEDIUM,Completed,True
SIG1134,AST0963,SEC063,Axle Counter,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-06-30,2025-07-01,2025-07-14,11.9,5,HIGH,Completed,False
SIG1135,AST0984,SEC009,Signal,Signal Inspection,Aspect error,3,MEDIUM,2025-08-07,2025-08-08,2025-08-25,5.5,10,MEDIUM,Pending,True
SIG1136,AST0804,SEC054,Interlocking,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-01-29,2025-01-29,2025-02-26,7.6,3,MEDIUM,Pending,True
SIG1137,AST0874,SEC049,Track Circuit,Point Machine Servicing,Motor fault,3,MEDIUM,2025-04-06,2025-04-06,2025-05-06,10.3,10,MEDIUM,Completed,True
SIG1138,AST0801,SEC051,Point Machine,Track Circuit Maintenance,Insulation failure,4,LOW,2025-11-27,2025-11-28,2026-01-09,2.3,6,LOW,Pending,True
SIG1139,AST0910,SEC010,Communication Equipment,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-06-08,2025-06-09,2025-07-04,7.1,8,MEDIUM,Completed,True
SIG1140,AST0940,SEC040,Interlocking,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,2025-01-05,2025-01-07,2025-01-30,11.8,10,MEDIUM,Pending,True
SIG1141,AST0806,SEC056,Communication Equipment,Relay Replacement,Coil failure,2,HIGH,2025-08-11,2025-08-13,2025-08-27,5.0,14,HIGH,Completed,True
SIG1142,AST0733,SEC058,Relay,Interlocking Test,Overlap fault,2,HIGH,2025-09-13,2025-09-16,2025-09-23,6.6,4,HIGH,Pending,False
SIG1143,AST0947,SEC047,Axle Counter,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-09-06,2025-09-06,2025-10-01,6.8,12,MEDIUM,Pending,False
SIG1144,AST0839,SEC014,Level Crossing Equipment,Relay Replacement,Timing drift,1,CRITICAL,2025-11-11,2025-11-11,2025-11-14,8.8,8,HIGH,Completed,False
SIG1145,AST0944,SEC044,Signal,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-10-29,2025-10-30,2025-11-18,4.2,9,MEDIUM,Pending,True
SIG1146,AST0916,SEC016,Interlocking,Track Circuit Maintenance,Receiver fault,4,LOW,2025-08-27,2025-08-27,2025-09-21,9.7,15,LOW,Scheduled,True
SIG1147,AST0952,SEC052,Signal,Communication Equipment Repair,Control phone failure,1,CRITICAL,2025-06-10,2025-06-12,2025-06-17,2.9,15,HIGH,Completed,True
SIG1148,AST0902,SEC002,Communication Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,2025-05-10,2025-05-13,2025-07-12,7.0,14,LOW,Pending,False
SIG1149,AST0887,SEC062,Level Crossing Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-04-05,2025-04-05,2025-04-30,7.3,13,MEDIUM,Completed,False
SIG1150,AST0779,SEC029,Axle Counter,Interlocking Test,Route locking fault,3,MEDIUM,2025-03-27,2025-03-27,2025-04-19,4.8,5,MEDIUM,Completed,True
SIG1151,AST0902,SEC002,Communication Equipment,Point Machine Servicing,Clutch slip,2,HIGH,2025-06-29,2025-07-01,2025-07-09,8.8,10,HIGH,Pending,False
SIG1152,AST0734,SEC059,Communication Equipment,Track Circuit Maintenance,Feed-end issue,4,LOW,2025-08-05,2025-08-07,2025-09-08,6.3,13,LOW,Completed,False
SIG1153,AST0923,SEC023,Axle Counter,Interlocking Test,Logic error,5,LOW,2025-02-28,2025-03-01,2025-05-15,9.8,6,LOW,Cancelled,True
SIG1154,AST0991,SEC016,Level Crossing Equipment,Interlocking Test,Logic error,4,LOW,2025-11-16,2025-11-16,2025-12-14,1.6,12,LOW,Completed,True
SIG1155,AST0832,SEC007,Signal,Signal Inspection,Lens damage,1,CRITICAL,2025-01-28,2025-01-29,2025-02-05,2.2,13,HIGH,Pending,True
SIG1156,AST0836,SEC011,Interlocking,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-06-15,2025-06-17,2025-07-15,4.7,5,MEDIUM,Pending,True
SIG1157,AST0991,SEC016,Level Crossing Equipment,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-07-28,2025-07-31,2025-08-14,8.3,4,MEDIUM,In Progress,False
SIG1158,AST0819,SEC069,Axle Counter,Relay Replacement,Coil failure,3,MEDIUM,2025-03-02,2025-03-04,2025-03-27,11.5,12,MEDIUM,Pending,False
SIG1159,AST0852,SEC027,Interlocking,Point Machine Servicing,Clutch slip,4,LOW,2025-01-30,2025-01-31,2025-03-05,11.6,9,LOW,Cancelled,True
SIG1160,AST0749,SEC074,Relay,Level Crossing Maintenance,Bell failure,2,HIGH,2025-08-21,2025-08-21,2025-09-03,10.5,15,HIGH,Cancelled,False
SIG1161,AST0716,SEC041,Interlocking,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-05-30,2025-05-30,2025-06-13,8.9,3,MEDIUM,Completed,True
SIG1162,AST0716,SEC041,Interlocking,Point Machine Servicing,Lock bar defect,4,LOW,2025-07-25,2025-07-26,2025-09-16,4.4,9,LOW,Pending,False
SIG1163,AST0733,SEC058,Relay,Signal Inspection,Lens damage,1,CRITICAL,2025-06-18,2025-06-18,2025-06-21,3.8,12,HIGH,Scheduled,False
SIG1164,AST0832,SEC007,Signal,Relay Replacement,Mechanical wear,5,LOW,2025-09-01,2025-09-01,2025-11-12,2.9,10,LOW,Completed,True
SIG1165,AST0827,SEC002,Axle Counter,Relay Replacement,Coil failure,3,MEDIUM,2025-03-11,2025-03-12,2025-04-04,11.3,12,MEDIUM,Cancelled,False
SIG1166,AST0809,SEC059,Point Machine,Interlocking Test,Logic error,4,LOW,2025-01-02,2025-01-05,2025-02-10,11.4,8,LOW,Pending,True
SIG1167,AST0776,SEC026,Signal,Communication Equipment Repair,OFC splice loss,3,MEDIUM,2025-11-30,2025-12-01,2025-12-27,7.8,7,MEDIUM,Cancelled,True
SIG1168,AST0776,SEC026,Signal,Signal Inspection,Lamp failure,5,LOW,2025-02-16,2025-02-18,2025-04-07,10.8,5,LOW,Completed,True
SIG1169,AST0979,SEC004,Axle Counter,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-10-05,2025-10-05,2025-10-15,8.0,11,HIGH,Cancelled,True
SIG1170,AST0705,SEC030,Point Machine,Level Crossing Maintenance,Gate motor issue,1,CRITICAL,2025-03-05,2025-03-07,2025-03-11,11.1,8,HIGH,Pending,False
SIG1171,AST0828,SEC003,Interlocking,Level Crossing Maintenance,Lighting defect,4,LOW,2025-07-12,2025-07-15,2025-09-06,5.9,15,LOW,In Progress,True
SIG1172,AST0810,SEC060,Track Circuit,Interlocking Test,Logic error,4,LOW,2025-03-31,2025-04-01,2025-05-08,7.3,5,LOW,Completed,True
SIG1173,AST0904,SEC004,Signal,Point Machine Servicing,Motor fault,5,LOW,2025-07-01,2025-07-04,2025-08-13,7.1,10,LOW,Scheduled,True
SIG1174,AST0883,SEC058,Axle Counter,Relay Replacement,Mechanical wear,2,HIGH,2025-12-15,2025-12-18,2026-01-01,9.8,14,HIGH,Pending,False
SIG1175,AST0914,SEC014,Track Circuit,Signal Inspection,Signal post tilt,4,LOW,2025-10-05,2025-10-08,2025-11-24,9.6,6,LOW,Pending,False
SIG1176,AST0731,SEC056,Axle Counter,Level Crossing Maintenance,Boom barrier fault,5,LOW,2025-07-21,2025-07-22,2025-10-20,5.0,8,LOW,Pending,False
SIG1177,AST0706,SEC031,Track Circuit,Level Crossing Maintenance,Boom barrier fault,2,HIGH,2025-03-12,2025-03-13,2025-03-22,2.0,5,HIGH,Scheduled,True
SIG1178,AST0794,SEC044,Track Circuit,Interlocking Test,Route locking fault,5,LOW,2025-06-14,2025-06-17,2025-09-05,3.3,6,LOW,Cancelled,True
SIG1179,AST0887,SEC062,Level Crossing Equipment,Track Circuit Maintenance,Insulation failure,4,LOW,2025-10-24,2025-10-25,2025-11-29,7.5,13,LOW,Completed,False
SIG1180,AST0827,SEC002,Axle Counter,Interlocking Test,Overlap fault,1,CRITICAL,2025-11-27,2025-11-27,2025-12-01,11.6,9,HIGH,Completed,False
SIG1181,AST0751,SEC001,Level Crossing Equipment,Point Machine Servicing,Motor fault,4,LOW,2025-06-15,2025-06-15,2025-07-25,10.4,14,LOW,Completed,True
SIG1182,AST0723,SEC048,Axle Counter,Point Machine Servicing,Lock bar defect,2,HIGH,2025-10-27,2025-10-27,2025-11-04,3.5,2,HIGH,Scheduled,True
SIG1183,AST0861,SEC036,Relay,Point Machine Servicing,Clutch slip,4,LOW,2025-08-03,2025-08-06,2025-09-05,8.4,6,LOW,Scheduled,False
SIG1184,AST0741,SEC066,Relay,Relay Replacement,Coil failure,1,CRITICAL,2025-03-25,2025-03-26,2025-03-31,11.2,6,HIGH,Completed,False
SIG1185,AST0703,SEC028,Level Crossing Equipment,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-02-25,2025-02-27,2025-04-07,5.2,8,LOW,Scheduled,False
SIG1186,AST0865,SEC040,Point Machine,Signal Inspection,Lens damage,4,LOW,2025-10-16,2025-10-18,2025-11-27,8.7,3,LOW,In Progress,True
SIG1187,AST0894,SEC069,Communication Equipment,Axle Counter Calibration,Count error,3,MEDIUM,2025-06-29,2025-06-30,2025-07-27,10.9,9,MEDIUM,In Progress,True
SIG1188,AST0819,SEC069,Axle Counter,Signal Inspection,Lens damage,2,HIGH,2025-08-06,2025-08-07,2025-08-18,2.7,3,HIGH,Completed,True
SIG1189,AST0889,SEC064,Point Machine,Signal Inspection,Lamp failure,4,LOW,2025-11-14,2025-11-14,2026-01-05,1.7,4,LOW,Completed,True
SIG1190,AST0826,SEC001,Track Circuit,Level Crossing Maintenance,Boom barrier fault,1,CRITICAL,2025-06-05,2025-06-06,2025-06-10,10.4,5,HIGH,Pending,True
SIG1191,AST0805,SEC055,Relay,Communication Equipment Repair,Radio fault,2,HIGH,2025-12-07,2025-12-08,2025-12-18,4.9,15,HIGH,Completed,False
SIG1192,AST0826,SEC001,Track Circuit,Axle Counter Calibration,Cable fault,4,LOW,2025-05-20,2025-05-20,2025-07-02,7.2,4,LOW,Completed,True
SIG1193,AST0983,SEC008,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-01-27,2025-01-28,2025-02-14,5.3,11,MEDIUM,Scheduled,False
SIG1194,AST0887,SEC062,Level Crossing Equipment,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-08-14,2025-08-15,2025-09-04,1.5,7,MEDIUM,Pending,True
SIG1195,AST0713,SEC038,Point Machine,Communication Equipment Repair,Fiber break,4,LOW,2025-01-09,2025-01-12,2025-02-25,8.7,7,LOW,In Progress,True
SIG1196,AST0982,SEC007,Communication Equipment,Level Crossing Maintenance,Boom barrier fault,1,CRITICAL,2025-03-03,2025-03-04,2025-03-10,10.7,4,HIGH,Scheduled,False
SIG1197,AST0741,SEC066,Relay,Communication Equipment Repair,OFC splice loss,1,CRITICAL,2025-08-20,2025-08-23,2025-08-27,1.3,2,HIGH,Scheduled,False
SIG1198,AST0728,SEC053,Signal,Point Machine Servicing,Clutch slip,1,CRITICAL,2025-04-19,2025-04-20,2025-04-27,4.0,7,HIGH,Completed,True
SIG1199,AST0726,SEC051,Communication Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-11-27,2025-11-30,2025-12-14,7.2,10,MEDIUM,Pending,False
SIG1200,AST0997,SEC022,Relay,Relay Replacement,Mechanical wear,5,LOW,2025-03-05,2025-03-08,2025-05-31,8.5,3,LOW,Completed,False
SIG1201,AST0836,SEC011,Interlocking,Interlocking Test,Logic error,3,MEDIUM,2025-06-20,2025-06-22,2025-07-22,10.3,3,MEDIUM,Pending,True
SIG1202,AST0969,SEC069,Point Machine,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-09-07,2025-09-08,2025-10-01,7.6,6,MEDIUM,In Progress,True
SIG1203,AST0816,SEC066,Signal,Relay Replacement,Mechanical wear,4,LOW,2025-03-13,2025-03-16,2025-04-10,1.9,6,LOW,Completed,True
SIG1204,AST0914,SEC014,Track Circuit,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-01-13,2025-01-13,2025-02-17,3.6,5,LOW,Pending,True
SIG1205,AST0857,SEC032,Point Machine,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-10-11,2025-10-11,2025-11-05,9.6,13,MEDIUM,Scheduled,True
SIG1206,AST0942,SEC042,Communication Equipment,Point Machine Servicing,Detection rod issue,5,LOW,2025-10-16,2025-10-19,2026-01-06,2.9,14,LOW,Pending,True
