task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status
ENG0755,AST0381,SEC006,Rail Inspection,Rail crack,3,MEDIUM,2025-03-03,2025-03-03,2025-04-02,2.0,2,MEDIUM,Pending
ENG0756,AST0111,SEC036,Track Geometry Correction,Cross-level error,2,HIGH,2025-04-10,2025-04-13,2025-04-25,9.3,5,HIGH,Pending
ENG0757,AST0124,SEC049,Rail Replacement,Severely worn rail,4,LOW,2025-02-03,2025-02-06,2025-03-11,7.5,5,LOW,Scheduled
ENG0758,AST0096,SEC021,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-09-17,2025-09-17,2025-10-04,10.5,4,MEDIUM,In Progress
ENG0759,AST0037,SEC037,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-05-06,2025-05-09,2025-06-03,11.4,8,MEDIUM,Pending
ENG0760,AST0092,SEC017,Track Alignment,Cant deficiency,3,MEDIUM,2025-04-18,2025-04-19,2025-05-12,6.8,14,MEDIUM,Scheduled
ENG0761,AST0295,SEC070,Ballast Maintenance,Vegetation growth,4,LOW,2025-12-04,2025-12-05,2026-02-02,2.3,14,LOW,Completed
ENG0762,AST0016,SEC016,Turnout Maintenance,Switch tongue wear,4,LOW,2025-09-19,2025-09-19,2025-11-08,4.3,2,LOW,Completed
ENG0763,AST0353,SEC053,Rail Inspection,Corrugation,3,MEDIUM,2025-04-19,2025-04-19,2025-05-04,7.2,10,MEDIUM,Pending
ENG0764,AST0005,SEC005,Welding,Misaligned weld,4,LOW,2025-05-24,2025-05-26,2025-07-23,8.7,6,LOW,Completed
ENG0765,AST0156,SEC006,Track Geometry Correction,Twist fault,3,MEDIUM,2025-04-08,2025-04-09,2025-05-03,9.3,7,MEDIUM,Scheduled
ENG0766,AST0338,SEC038,Track Geometry Correction,Twist fault,3,MEDIUM,2025-08-11,2025-08-13,2025-09-12,9.1,6,MEDIUM,In Progress
ENG0767,AST0092,SEC017,Rail Replacement,Severely worn rail,3,MEDIUM,2025-04-27,2025-04-28,2025-05-12,2.9,6,MEDIUM,Completed
ENG0768,AST0096,SEC021,Rail Replacement,Broken rail,3,MEDIUM,2025-08-01,2025-08-01,2025-08-15,4.4,12,MEDIUM,Pending
ENG0769,AST0138,SEC063,Welding,Misaligned weld,5,LOW,2025-10-12,2025-10-14,2025-11-28,4.8,14,LOW,Completed
ENG0770,AST0045,SEC045,Turnout Maintenance,Switch tongue wear,5,LOW,2025-06-01,2025-06-04,2025-08-18,11.0,10,LOW,Pending
ENG0771,AST0359,SEC059,Track Alignment,Buckling risk,3,MEDIUM,2025-04-28,2025-04-30,2025-05-23,5.9,5,MEDIUM,Completed
ENG0772,AST0123,SEC048,Rail Replacement,Broken rail,3,MEDIUM,2025-08-23,2025-08-25,2025-09-22,3.4,11,MEDIUM,In Progress
ENG0773,AST0366,SEC066,Rail Replacement,Rail end batter,3,MEDIUM,2025-03-16,2025-03-19,2025-04-09,8.2,3,MEDIUM,Cancelled
ENG0774,AST0303,SEC003,Sleeper Replacement,Missing sleeper,2,HIGH,2025-08-22,2025-08-25,2025-09-05,9.0,9,HIGH,Cancelled
ENG0775,AST0326,SEC026,Turnout Maintenance,Point mechanism fault,1,CRITICAL,2025-03-17,2025-03-19,2025-03-26,9.4,3,HIGH,Pending
ENG0776,AST0356,SEC056,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-02-20,2025-02-20,2025-04-10,2.7,2,LOW,Scheduled
ENG0777,AST0356,SEC056,Sleeper Replacement,Cracked sleeper,4,LOW,2025-01-03,2025-01-06,2025-02-19,10.3,5,LOW,Completed
ENG0778,AST0111,SEC036,Welding,Thermit weld defect,2,HIGH,2025-03-29,2025-04-01,2025-04-13,2.2,12,HIGH,Scheduled
ENG0779,AST0162,SEC012,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,2025-01-31,2025-02-03,2025-02-10,8.4,5,HIGH,Scheduled
ENG0780,AST0182,SEC032,Welding,Weld depression,3,MEDIUM,2025-08-29,2025-09-01,2025-09-19,3.7,8,MEDIUM,Completed
ENG0781,AST0368,SEC068,Welding,Misaligned weld,4,LOW,2025-05-23,2025-05-25,2025-06-28,11.8,11,LOW,Completed
ENG0782,AST0333,SEC033,Track Alignment,Lateral misalignment,1,CRITICAL,2025-03-23,2025-03-25,2025-03-30,8.9,10,HIGH,Completed
ENG0783,AST0397,SEC022,Welding,Weld crack,4,LOW,2025-11-05,2025-11-06,2025-12-30,5.3,5,LOW,Pending
ENG0784,AST0247,SEC022,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-10-03,2025-10-04,2025-10-25,4.5,8,MEDIUM,Completed
ENG0785,AST0283,SEC058,Rail Inspection,Gauge deviation,4,LOW,2025-02-13,2025-02-14,2025-04-12,6.1,11,LOW,Scheduled
ENG0786,AST0374,SEC074,Welding,Thermit weld defect,2,HIGH,2025-10-10,2025-10-12,2025-10-27,12.0,5,HIGH,Scheduled
ENG0787,AST0024,SEC024,Track Geometry Correction,Cross-level error,2,HIGH,2025-08-08,2025-08-08,2025-08-22,5.9,4,HIGH,Scheduled
ENG0788,AST0308,SEC008,Track Alignment,Vertical misalignment,3,MEDIUM,2025-06-26,2025-06-27,2025-07-17,6.4,12,MEDIUM,Cancelled
ENG0789,AST0161,SEC011,Ballast Maintenance,Drainage blockage,2,HIGH,2025-08-22,2025-08-24,2025-09-02,9.2,14,HIGH,Scheduled
ENG0790,AST0087,SEC012,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-22,2025-06-22,2025-07-10,2.6,3,MEDIUM,Pending
ENG0791,AST0306,SEC006,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-06-24,2025-06-24,2025-07-10,3.8,6,MEDIUM,Pending
ENG0792,AST0002,SEC002,Rail Inspection,Gauge deviation,2,HIGH,2025-09-05,2025-09-06,2025-09-18,11.8,4,HIGH,Pending
ENG0793,AST0396,SEC021,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-08-25,2025-08-28,2025-09-27,11.0,14,MEDIUM,Scheduled
ENG0794,AST0315,SEC015,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-12-16,2025-12-17,2026-01-05,9.9,13,MEDIUM,Completed
ENG0795,AST0126,SEC051,Turnout Maintenance,Switch tongue wear,4,LOW,2025-01-09,2025-01-09,2025-02-22,7.4,4,LOW,Pending
ENG0796,AST0335,SEC035,Track Alignment,Lateral misalignment,3,MEDIUM,2025-03-13,2025-03-13,2025-03-29,9.5,7,MEDIUM,Completed
ENG0797,AST0376,SEC001,Welding,Weld depression,4,LOW,2025-09-28,2025-09-29,2025-11-08,8.0,9,LOW,Completed
ENG0798,AST0231,SEC006,Sleeper Replacement,Missing sleeper,5,LOW,2025-02-25,2025-02-25,2025-05-04,7.1,15,LOW,Completed
ENG0799,AST0273,SEC048,Rail Inspection,Worn rail head,2,HIGH,2025-04-14,2025-04-16,2025-04-29,5.7,3,HIGH,Completed
ENG0800,AST0179,SEC029,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-03-21,2025-03-23,2025-03-27,2.4,14,HIGH,Completed
ENG0801,AST0227,SEC002,Rail Inspection,Gauge deviation,5,LOW,2025-07-18,2025-07-19,2025-09-28,1.5,14,LOW,Completed
ENG0802,AST0060,SEC060,Sleeper Replacement,Decayed wooden sleeper,5,LOW,2025-03-24,2025-03-24,2025-06-19,3.8,2,LOW,Scheduled
ENG0803,AST0279,SEC054,Ballast Maintenance,Drainage blockage,4,LOW,2025-02-05,2025-02-07,2025-04-03,11.9,9,LOW,Cancelled
ENG0804,AST0218,SEC068,Welding,Misaligned weld,2,HIGH,2025-03-26,2025-03-29,2025-04-06,11.9,2,HIGH,Completed
ENG0805,AST0096,SEC021,Welding,Weld crack,4,LOW,2025-02-03,2025-02-03,2025-03-19,6.2,4,LOW,Scheduled
ENG0806,AST0170,SEC020,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-04-12,2025-04-13,2025-04-27,6.2,12,HIGH,Scheduled
ENG0807,AST0353,SEC053,Welding,Thermit weld defect,4,LOW,2025-08-18,2025-08-21,2025-09-22,3.9,9,LOW,Completed
ENG0808,AST0148,SEC073,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-07-20,2025-07-23,2025-08-02,11.6,12,HIGH,Pending
ENG0809,AST0336,SEC036,Welding,Misaligned weld,1,CRITICAL,2025-10-16,2025-10-18,2025-10-22,1.4,11,HIGH,Scheduled
ENG0810,AST0120,SEC045,Track Geometry Correction,Alignment defect,5,LOW,2025-05-26,2025-05-26,2025-07-29,9.3,6,LOW,Completed
ENG0811,AST0267,SEC042,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-10-17,2025-10-19,2025-11-18,6.4,14,MEDIUM,Scheduled
ENG0812,AST0152,SEC002,Rail Inspection,Corrugation,4,LOW,2025-12-01,2025-12-02,2025-12-31,5.1,15,LOW,Completed
ENG0813,AST0026,SEC026,Track Alignment,Vertical misalignment,4,LOW,2025-09-09,2025-09-12,2025-11-06,5.6,10,LOW,Completed
ENG0814,AST0175,SEC025,Rail Inspection,Rail crack,3,MEDIUM,2025-02-10,2025-02-13,2025-03-11,7.6,13,MEDIUM,Completed
ENG0815,AST0399,SEC024,Track Alignment,Lateral misalignment,3,MEDIUM,2025-10-30,2025-10-30,2025-11-26,9.7,5,MEDIUM,In Progress
ENG0816,AST0366,SEC066,Ballast Maintenance,Drainage blockage,2,HIGH,2025-05-29,2025-05-29,2025-06-09,6.2,7,HIGH,In Progress
ENG0817,AST0220,SEC070,Ballast Maintenance,Insufficient ballast,4,LOW,2025-09-19,2025-09-19,2025-10-16,3.6,4,LOW,Pending
ENG0818,AST0344,SEC044,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-11-20,2025-11-23,2025-11-30,1.8,12,HIGH,In Progress
ENG0819,AST0102,SEC027,Track Geometry Correction,Gauge irregularity,4,LOW,2025-03-18,2025-03-21,2025-05-04,8.8,8,LOW,Completed
ENG0820,AST0081,SEC006,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-02-05,2025-02-08,2025-03-02,5.0,3,MEDIUM,Completed
ENG0821,AST0291,SEC066,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-01-22,2025-01-22,2025-02-13,9.3,9,MEDIUM,Completed
ENG0822,AST0323,SEC023,Rail Inspection,Gauge deviation,5,LOW,2025-08-25,2025-08-27,2025-10-21,8.2,9,LOW,Completed
ENG0823,AST0216,SEC066,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-07-08,2025-07-11,2025-07-27,4.5,4,MEDIUM,Completed
ENG0824,AST0344,SEC044,Turnout Maintenance,Crossing nose defect,5,LOW,2025-10-17,2025-10-17,2026-01-14,9.0,2,LOW,Completed
ENG0825,AST0003,SEC003,Ballast Maintenance,Vegetation growth,2,HIGH,2025-12-15,2025-12-16,2025-12-25,9.4,3,HIGH,Cancelled
ENG0826,AST0116,SEC041,Turnout Maintenance,Check rail gap,5,LOW,2025-01-16,2025-01-18,2025-03-19,5.6,9,LOW,Completed
ENG0827,AST0322,SEC022,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-02-19,2025-02-20,2025-03-12,11.6,12,MEDIUM,Pending
ENG0828,AST0293,SEC068,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-09-19,2025-09-21,2025-10-18,4.1,12,MEDIUM,Completed
ENG0829,AST0038,SEC038,Rail Inspection,Rail crack,4,LOW,2025-10-16,2025-10-19,2025-12-15,3.6,2,LOW,Completed
ENG0830,AST0314,SEC014,Rail Replacement,End-post fracture,5,LOW,2025-03-18,2025-03-19,2025-05-28,8.6,5,LOW,Pending
ENG0831,AST0098,SEC023,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-09-11,2025-09-12,2025-10-04,6.0,3,MEDIUM,Scheduled
ENG0832,AST0188,SEC038,Rail Inspection,Worn rail head,4,LOW,2025-02-17,2025-02-20,2025-04-02,6.2,8,LOW,Completed
ENG0833,AST0105,SEC030,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-11-26,2025-11-27,2025-12-27,3.3,2,MEDIUM,Pending
ENG0834,AST0210,SEC060,Rail Replacement,Severely worn rail,3,MEDIUM,2025-10-25,2025-10-26,2025-11-25,9.6,10,MEDIUM,Pending
ENG0835,AST0291,SEC066,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-10,2025-10-10,2025-11-18,2.2,13,LOW,Pending
ENG0836,AST0081,SEC006,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-10-24,2025-10-26,2025-11-22,1.6,12,MEDIUM,In Progress
ENG0837,AST0210,SEC060,Track Geometry Correction,Gauge irregularity,4,LOW,2025-07-13,2025-07-15,2025-09-06,1.3,4,LOW,Scheduled
ENG0838,AST0008,SEC008,Rail Inspection,Surface defect,3,MEDIUM,2025-03-16,2025-03-17,2025-04-04,9.9,6,MEDIUM,Scheduled
ENG0839,AST0103,SEC028,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-06-06,2025-06-07,2025-06-12,5.8,4,HIGH,Completed
ENG0840,AST0234,SEC009,Welding,Misaligned weld,2,HIGH,2025-09-02,2025-09-02,2025-09-15,11.9,8,HIGH,Completed
ENG0841,AST0377,SEC002,Rail Inspection,Surface defect,1,CRITICAL,2025-03-28,2025-03-31,2025-04-03,6.2,13,HIGH,Pending
ENG0842,AST0313,SEC013,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-04-21,2025-04-23,2025-05-04,10.2,7,HIGH,Completed
ENG0843,AST0304,SEC004,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-11-21,2025-11-22,2025-11-30,9.6,2,HIGH,Scheduled
ENG0844,AST0120,SEC045,Track Alignment,Lateral misalignment,3,MEDIUM,2025-09-19,2025-09-21,2025-10-05,5.8,12,MEDIUM,In Progress
ENG0845,AST0072,SEC072,Rail Inspection,Corrugation,1,CRITICAL,2025-02-23,2025-02-25,2025-03-03,3.1,13,HIGH,Pending
ENG0846,AST0183,SEC033,Ballast Maintenance,Fouled ballast,4,LOW,2025-01-07,2025-01-08,2025-03-03,11.1,8,LOW,Completed
ENG0847,AST0241,SEC016,Welding,Thermit weld defect,5,LOW,2025-07-10,2025-07-12,2025-08-25,11.9,7,LOW,Completed
ENG0848,AST0330,SEC030,Rail Replacement,Rail end batter,5,LOW,2025-02-21,2025-02-24,2025-04-15,10.3,13,LOW,Completed
ENG0849,AST0023,SEC023,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-11-14,2025-11-17,2025-12-01,11.5,6,HIGH,In Progress
ENG0850,AST0227,SEC002,Turnout Maintenance,Point mechanism fault,1,CRITICAL,2025-02-26,2025-02-27,2025-03-05,4.4,15,HIGH,Pending
ENG0851,AST0193,SEC043,Rail Replacement,Rail end batter,5,LOW,2025-07-10,2025-07-10,2025-08-29,2.1,9,LOW,Scheduled
ENG0852,AST0284,SEC059,Welding,Weld crack,1,CRITICAL,2025-04-21,2025-04-21,2025-04-24,11.8,9,HIGH,Pending
ENG0853,AST0174,SEC024,Turnout Maintenance,Switch tongue wear,4,LOW,2025-02-02,2025-02-02,2025-03-22,1.1,12,LOW,In Progress
ENG0854,AST0261,SEC036,Ballast Maintenance,Drainage blockage,4,LOW,2025-05-14,2025-05-15,2025-07-14,9.5,3,LOW,Completed
ENG0855,AST0393,SEC018,Rail Inspection,Rail crack,3,MEDIUM,2025-07-02,2025-07-02,2025-07-19,1.6,15,MEDIUM,Scheduled
ENG0856,AST0197,SEC047,Welding,Thermit weld defect,5,LOW,2025-11-06,2025-11-09,2026-01-19,8.3,15,LOW,Completed
ENG0857,AST0268,SEC043,Turnout Maintenance,Crossing nose defect,5,LOW,2025-10-16,2025-10-19,2025-12-07,9.2,14,LOW,Completed
ENG0858,AST0253,SEC028,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-09-16,2025-09-18,2025-10-06,9.6,7,MEDIUM,Completed
ENG0859,AST0202,SEC052,Rail Inspection,Gauge deviation,4,LOW,2025-04-11,2025-04-11,2025-06-02,11.4,12,LOW,Pending
ENG0860,AST0054,SEC054,Ballast Maintenance,Insufficient ballast,5,LOW,2025-08-11,2025-08-12,2025-09-25,2.6,15,LOW,In Progress
ENG0861,AST0203,SEC053,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,2025-08-09,2025-08-12,2025-08-16,4.8,13,HIGH,Completed
ENG0862,AST0318,SEC018,Track Alignment,Vertical misalignment,4,LOW,2025-12-11,2025-12-13,2026-01-18,3.9,6,LOW,Scheduled
ENG0863,AST0255,SEC030,Rail Inspection,Corrugation,3,MEDIUM,2025-09-16,2025-09-19,2025-10-19,8.0,4,MEDIUM,Pending
ENG0864,AST0255,SEC030,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-10-16,2025-10-16,2025-10-28,10.3,8,HIGH,Pending
ENG0865,AST0307,SEC007,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-05-06,2025-05-06,2025-06-01,5.5,5,LOW,Cancelled
ENG0866,AST0372,SEC072,Sleeper Replacement,Missing sleeper,2,HIGH,2025-07-02,2025-07-02,2025-07-13,4.6,8,HIGH,Cancelled
ENG0867,AST0327,SEC027,Track Geometry Correction,Cross-level error,5,LOW,2025-08-05,2025-08-06,2025-10-13,6.6,5,LOW,Scheduled
ENG0868,AST0261,SEC036,Track Alignment,Buckling risk,4,LOW,2025-07-24,2025-07-25,2025-09-07,5.7,12,LOW,Completed
ENG0869,AST0361,SEC061,Track Alignment,Lateral misalignment,4,LOW,2025-11-02,2025-11-04,2025-12-02,4.3,4,LOW,Completed
ENG0870,AST0350,SEC050,Rail Inspection,Worn rail head,2,HIGH,2025-02-19,2025-02-19,2025-03-04,2.5,14,HIGH,Completed
ENG0871,AST0275,SEC050,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-08-21,2025-08-23,2025-09-20,2.3,5,LOW,Scheduled
ENG0872,AST0193,SEC043,Track Alignment,Lateral misalignment,2,HIGH,2025-12-13,2025-12-14,2025-12-27,11.3,8,HIGH,Completed
ENG0873,AST0041,SEC041,Rail Replacement,Severely worn rail,3,MEDIUM,2025-01-06,2025-01-09,2025-01-25,4.5,6,MEDIUM,Scheduled
ENG0874,AST0047,SEC047,Turnout Maintenance,Point mechanism fault,4,LOW,2025-08-28,2025-08-30,2025-10-06,3.9,8,LOW,Completed
ENG0875,AST0238,SEC013,Track Alignment,Cant deficiency,1,CRITICAL,2025-06-02,2025-06-03,2025-06-09,9.5,10,HIGH,Pending
ENG0876,AST0387,SEC012,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-06-19,2025-06-21,2025-07-06,4.4,4,MEDIUM,Pending
ENG0877,AST0235,SEC010,Welding,Weld depression,3,MEDIUM,2025-09-15,2025-09-17,2025-10-01,11.0,11,MEDIUM,Pending
ENG0878,AST0047,SEC047,Track Geometry Correction,Alignment defect,4,LOW,2025-07-01,2025-07-01,2025-08-03,4.9,3,LOW,Pending
ENG0879,AST0093,SEC018,Track Geometry Correction,Twist fault,4,LOW,2025-01-31,2025-01-31,2025-03-14,11.6,9,LOW,Scheduled
ENG0880,AST0233,SEC008,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-05-05,2025-05-07,2025-06-06,9.6,14,MEDIUM,Completed
ENG0881,AST0350,SEC050,Track Alignment,Lateral misalignment,2,HIGH,2025-06-05,2025-06-08,2025-06-19,2.0,6,HIGH,Cancelled
ENG0882,AST0097,SEC022,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-09-20,2025-09-23,2025-10-10,3.5,14,MEDIUM,Completed
ENG0883,AST0255,SEC030,Ballast Maintenance,Drainage blockage,4,LOW,2025-08-19,2025-08-19,2025-09-24,10.9,2,LOW,Scheduled
ENG0884,AST0120,SEC045,Rail Replacement,End-post fracture,2,HIGH,2025-07-21,2025-07-23,2025-08-02,9.4,8,HIGH,Scheduled
ENG0885,AST0051,SEC051,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-04-12,2025-04-14,2025-05-02,7.3,5,MEDIUM,Cancelled
ENG0886,AST0173,SEC023,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-25,2025-06-27,2025-07-16,11.7,6,MEDIUM,Completed
ENG0887,AST0076,SEC001,Rail Inspection,Corrugation,3,MEDIUM,2025-03-04,2025-03-07,2025-03-31,10.8,10,MEDIUM,Pending
ENG0888,AST0172,SEC022,Rail Replacement,End-post fracture,4,LOW,2025-04-29,2025-05-01,2025-06-01,10.8,5,LOW,Pending
ENG0889,AST0163,SEC013,Rail Inspection,Rail crack,3,MEDIUM,2025-04-07,2025-04-10,2025-04-24,9.0,15,MEDIUM,Completed
ENG0890,AST0030,SEC030,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-04-25,2025-04-28,2025-05-25,6.5,9,MEDIUM,Completed
ENG0891,AST0248,SEC023,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-10-07,2025-10-09,2025-11-08,10.8,13,MEDIUM,Scheduled
ENG0892,AST0045,SEC045,Rail Replacement,Severely worn rail,3,MEDIUM,2025-08-31,2025-09-02,2025-09-22,2.9,7,MEDIUM,Scheduled
ENG0893,AST0281,SEC056,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-11-06,2025-11-07,2025-11-13,1.6,13,HIGH,Completed
ENG0894,AST0110,SEC035,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-09-14,2025-09-17,2025-10-03,9.8,9,MEDIUM,Scheduled
ENG0895,AST0076,SEC001,Track Alignment,Vertical misalignment,4,LOW,2025-02-20,2025-02-23,2025-04-06,2.0,5,LOW,Pending
ENG0896,AST0238,SEC013,Rail Replacement,Broken rail,1,CRITICAL,2025-06-17,2025-06-19,2025-06-22,4.2,8,HIGH,Pending
ENG0897,AST0300,SEC075,Rail Replacement,End-post fracture,4,LOW,2025-04-17,2025-04-20,2025-05-23,2.0,5,LOW,Pending
ENG0898,AST0186,SEC036,Track Alignment,Vertical misalignment,4,LOW,2025-04-02,2025-04-05,2025-05-20,7.7,9,LOW,Completed
ENG0899,AST0045,SEC045,Sleeper Replacement,Cracked sleeper,4,LOW,2025-07-28,2025-07-29,2025-08-29,3.9,11,LOW,In Progress
ENG0900,AST0253,SEC028,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-07-17,2025-07-17,2025-08-07,6.4,14,MEDIUM,Pending
ENG0901,AST0384,SEC009,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-07-05,2025-07-08,2025-08-06,3.4,11,MEDIUM,Completed
ENG0902,AST0191,SEC041,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-05-27,2025-05-28,2025-06-13,9.0,8,MEDIUM,Completed
ENG0903,AST0385,SEC010,Rail Inspection,Surface defect,3,MEDIUM,2025-10-11,2025-10-13,2025-11-05,6.7,13,MEDIUM,Pending
ENG0904,AST0288,SEC063,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-03-02,2025-03-03,2025-03-23,5.6,15,MEDIUM,Completed
ENG0905,AST0187,SEC037,Rail Replacement,Severely worn rail,4,LOW,2025-05-04,2025-05-05,2025-06-15,7.2,13,LOW,Completed
ENG0906,AST0091,SEC016,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-26,2025-09-26,2025-10-12,7.6,6,MEDIUM,Completed
ENG0907,AST0372,SEC072,Ballast Maintenance,Drainage blockage,4,LOW,2025-05-07,2025-05-08,2025-06-12,2.2,14,LOW,Completed
ENG0908,AST0116,SEC041,Welding,Weld crack,1,CRITICAL,2025-11-02,2025-11-02,2025-11-05,7.9,6,HIGH,Cancelled
ENG0909,AST0063,SEC063,Ballast Maintenance,Fouled ballast,4,LOW,2025-08-29,2025-09-01,2025-09-28,9.4,11,LOW,Completed
ENG0910,AST0099,SEC024,Sleeper Replacement,Missing sleeper,5,LOW,2025-02-05,2025-02-06,2025-04-13,6.2,3,LOW,Scheduled
ENG0911,AST0266,SEC041,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-03-01,2025-03-03,2025-04-10,8.8,13,LOW,Pending
ENG0912,AST0170,SEC020,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-11-16,2025-11-19,2025-12-11,11.4,10,MEDIUM,Scheduled
ENG0913,AST0170,SEC020,Turnout Maintenance,Crossing nose defect,5,LOW,2025-11-07,2025-11-08,2025-12-31,8.1,9,LOW,Pending
ENG0914,AST0143,SEC068,Rail Inspection,Surface defect,1,CRITICAL,2025-04-19,2025-04-20,2025-04-27,6.7,8,HIGH,Completed
ENG0915,AST0084,SEC009,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-07-31,2025-08-02,2025-08-07,1.7,8,HIGH,Completed
ENG0916,AST0380,SEC005,Track Geometry Correction,Alignment defect,4,LOW,2025-01-22,2025-01-24,2025-03-14,6.3,2,LOW,Completed
ENG0917,AST0077,SEC002,Ballast Maintenance,Vegetation growth,4,LOW,2025-02-19,2025-02-20,2025-04-04,6.0,14,LOW,Scheduled
ENG0918,AST0175,SEC025,Rail Replacement,Severely worn rail,3,MEDIUM,2025-03-29,2025-03-29,2025-04-12,10.9,2,MEDIUM,Completed
ENG0919,AST0083,SEC008,Rail Inspection,Worn rail head,5,LOW,2025-11-20,2025-11-22,2026-01-03,6.0,9,LOW,Completed
ENG0920,AST0068,SEC068,Rail Replacement,Rail end batter,4,LOW,2025-07-10,2025-07-10,2025-09-04,4.2,10,LOW,Completed
ENG0921,AST0148,SEC073,Track Alignment,Cant deficiency,1,CRITICAL,2025-10-22,2025-10-25,2025-10-31,3.6,4,HIGH,Completed
ENG0922,AST0079,SEC004,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-28,2025-10-28,2025-12-07,4.7,14,LOW,Pending
ENG0923,AST0322,SEC022,Rail Inspection,Rail crack,3,MEDIUM,2025-06-19,2025-06-19,2025-07-15,10.9,3,MEDIUM,Cancelled
ENG0924,AST0227,SEC002,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-05-20,2025-05-23,2025-07-21,7.0,2,LOW,Completed
ENG0925,AST0107,SEC032,Welding,Misaligned weld,3,MEDIUM,2025-03-29,2025-03-29,2025-04-24,5.1,9,MEDIUM,Cancelled
ENG0926,AST0328,SEC028,Rail Replacement,Broken rail,4,LOW,2025-08-10,2025-08-10,2025-09-26,4.2,5,LOW,Cancelled
ENG0927,AST0043,SEC043,Track Alignment,Cant deficiency,4,LOW,2025-11-06,2025-11-09,2026-01-06,8.0,2,LOW,Completed
ENG0928,AST0083,SEC008,Welding,Weld depression,1,CRITICAL,2025-06-12,2025-06-14,2025-06-18,7.6,15,HIGH,Pending
ENG0929,AST0107,SEC032,Rail Replacement,Broken rail,3,MEDIUM,2025-06-10,2025-06-10,2025-07-09,2.4,12,MEDIUM,In Progress
ENG0930,AST0285,SEC060,Sleeper Replacement,Missing sleeper,4,LOW,2025-05-15,2025-05-18,2025-07-08,11.0,7,LOW,Cancelled
ENG0931,AST0089,SEC014,Ballast Maintenance,Fouled ballast,5,LOW,2025-05-18,2025-05-21,2025-07-13,6.2,10,LOW,Pending
ENG0932,AST0205,SEC055,Sleeper Replacement,Missing sleeper,2,HIGH,2024-12-31,2025-01-02,2025-01-11,5.0,3,HIGH,In Progress
ENG0933,AST0389,SEC014,Rail Inspection,Corrugation,1,CRITICAL,2025-06-10,2025-06-13,2025-06-17,8.1,15,HIGH,Pending
ENG0934,AST0228,SEC003,Track Alignment,Cant deficiency,3,MEDIUM,2025-02-25,2025-02-25,2025-03-26,6.5,5,MEDIUM,Scheduled
